Date,Value
9/15/2017,0.735960879
9/14/2017,0.749877997
9/13/2017,0.753343351
9/12/2017,0.753188637
9/11/2017,0.756647495
9/8/2017,0.756782753
9/7/2017,0.763536881
9/6/2017,0.766306261
9/5/2017,0.77157275
9/4/2017,0.771566569
9/1/2017,0.772441275
8/31/2017,0.777784355
8/30/2017,0.774135616
8/29/2017,0.771621846
8/28/2017,0.774238994
8/25/2017,0.779835705
8/24/2017,0.779264781
8/23/2017,0.78085431
8/22/2017,0.779143658
8/21/2017,0.776447581
8/18/2017,0.776729131
8/17/2017,0.777079593
8/16/2017,0.7770538
8/15/2017,0.776098433
8/14/2017,0.770831567
8/11/2017,0.770463238
8/10/2017,0.769715309
8/9/2017,0.770079277
8/8/2017,0.767546978
8/7/2017,0.766593202
8/4/2017,0.760701045
8/3/2017,0.76153457
8/2/2017,0.755981063
8/1/2017,0.757196072
7/31/2017,0.762513857
7/28/2017,0.763645665
7/27/2017,0.760885924
7/26/2017,0.766703882
7/25/2017,0.764451856
7/24/2017,0.767084478
7/21/2017,0.769713108
7/20/2017,0.772468437
7/19/2017,0.767233157
7/18/2017,0.7683254
7/17/2017,0.765616821
7/14/2017,0.770766535
7/13/2017,0.772663572
7/12/2017,0.776705389
7/11/2017,0.774379658
7/10/2017,0.776701502
7/7/2017,0.775394322
7/6/2017,0.773061045
7/5/2017,0.774428458
7/4/2017,0.77340791
7/3/2017,0.77143988
6/30/2017,0.77053102
6/29/2017,0.770962937
6/28/2017,0.778241758
6/27/2017,0.783560915
6/26/2017,0.785107714
6/23/2017,0.785867717
6/22/2017,0.78939923
6/21/2017,0.787745582
6/20/2017,0.790095016
6/19/2017,0.781480489
6/16/2017,0.783137817
6/15/2017,0.78488268
6/14/2017,0.785146836
6/13/2017,0.785192119
6/12/2017,0.789100793
6/9/2017,0.784162491
6/8/2017,0.772597738
6/7/2017,0.774788268
6/6/2017,0.77482679
6/5/2017,0.774557738
6/2/2017,0.777997682
6/1/2017,0.777520278
5/31/2017,0.778584796
5/30/2017,0.776810167
5/29/2017,0.778450125
5/26/2017,0.778760272
5/25/2017,0.77160692
5/24/2017,0.771374966
5/23/2017,0.770958538
5/22/2017,0.768060126
5/19/2017,0.768476608
5/18/2017,0.767032078
5/17/2017,0.771296213
5/16/2017,0.776453567
5/15/2017,0.774043019
5/12/2017,0.777749172
5/11/2017,0.777946593
5/10/2017,0.771779085
5/9/2017,0.774246877
5/8/2017,0.772216127
5/5/2017,0.772830946
5/4/2017,0.775738995
5/3/2017,0.773330891
5/2/2017,0.774347229
4/28/2017,0.772854529
4/27/2017,0.775847808
4/26/2017,0.779427155
4/25/2017,0.779799835
4/24/2017,0.781987463
4/21/2017,0.782576182
4/20/2017,0.781014425
4/19/2017,0.777902098
4/18/2017,0.789880172
4/13/2017,0.797394167
4/12/2017,0.8
4/11/2017,0.803786737
4/10/2017,0.806721497
4/7/2017,0.805014111
4/6/2017,0.802456404
4/5/2017,0.800805394
4/4/2017,0.803896348
4/3/2017,0.79973736
3/31/2017,0.800233842
3/30/2017,0.802645059
3/29/2017,0.803730927
3/28/2017,0.796159867
3/27/2017,0.793488842
3/24/2017,0.801480796
3/23/2017,0.799860931
3/22/2017,0.803090589
3/21/2017,0.803119793
3/20/2017,0.807226563
3/17/2017,0.809052808
3/16/2017,0.809341786
3/15/2017,0.819742045
3/14/2017,0.823657229
3/13/2017,0.818325049
3/10/2017,0.822647558
3/9/2017,0.821277604
3/8/2017,0.821835923
3/7/2017,0.819875189
3/6/2017,0.814765861
3/3/2017,0.81736867
3/2/2017,0.813772113
3/1/2017,0.812209247
2/28/2017,0.804991979
2/27/2017,0.805516199
2/24/2017,0.796521821
2/23/2017,0.800416154
2/22/2017,0.803291163
2/21/2017,0.805352567
2/20/2017,0.802044084
2/17/2017,0.804882629
2/16/2017,0.799004882
2/15/2017,0.805286594
2/14/2017,0.801073143
2/13/2017,0.798664032
2/10/2017,0.802427321
2/9/2017,0.795828657
2/8/2017,0.799953118
2/7/2017,0.808711944
2/6/2017,0.802371173
2/3/2017,0.80079136
2/2/2017,0.796336047
2/1/2017,0.791640408
1/31/2017,0.80060437
1/30/2017,0.79901223
1/27/2017,0.797397247
1/26/2017,0.795728972
1/25/2017,0.794219492
1/24/2017,0.803405285
1/23/2017,0.8039944
1/20/2017,0.814475169
1/19/2017,0.811351706
1/18/2017,0.814262941
1/17/2017,0.812336204
1/16/2017,0.828846517
1/13/2017,0.821198762
1/12/2017,0.813212848
1/11/2017,0.825716462
1/10/2017,0.822750071
1/9/2017,0.824077596
1/6/2017,0.808839362
1/5/2017,0.813636796
1/4/2017,0.8138833
1/3/2017,0.81429947
1/2/2017,0.81356904
12/30/2016,0.812237928
12/29/2016,0.816033675
12/28/2016,0.818459763
12/27/2016,0.816658688
12/23/2016,0.816369902
12/22/2016,0.810465339
12/21/2016,0.808367719
12/20/2016,0.810285604
12/19/2016,0.807330647
12/16/2016,0.803621036
12/15/2016,0.802361071
12/14/2016,0.788829387
12/13/2016,0.786880302
12/12/2016,0.79180823
12/9/2016,0.794914291
12/8/2016,0.78976956
12/7/2016,0.79305685
12/6/2016,0.78451649
12/5/2016,0.786469819
12/2/2016,0.792172524
12/1/2016,0.791361626
11/30/2016,0.801598496
11/29/2016,0.801957262
11/28/2016,0.805657348
11/25/2016,0.804210725
11/24/2016,0.803943876
11/23/2016,0.805442369
11/22/2016,0.804586983
11/21/2016,0.806368169
11/18/2016,0.811158152
11/17/2016,0.802976579
11/16/2016,0.80461596
11/15/2016,0.80481189
11/14/2016,0.797856546
11/11/2016,0.78992113
11/10/2016,0.805736576
11/9/2016,0.80774814
11/8/2016,0.807102736
11/7/2016,0.804917736
11/4/2016,0.80057694
11/3/2016,0.801319595
11/2/2016,0.811744029
11/1/2016,0.817895692
10/31/2016,0.82267495
10/28/2016,0.8231551
10/27/2016,0.815942162
10/26/2016,0.818901602
10/25/2016,0.818598234
10/24/2016,0.817326233
10/21/2016,0.820503399
10/20/2016,0.815737705
10/19/2016,0.813717096
10/18/2016,0.814745747
10/17/2016,0.82303984
10/14/2016,0.817215052
10/13/2016,0.819260736
10/12/2016,0.816606171
10/11/2016,0.814450763
10/10/2016,0.807078853
10/7/2016,0.811068223
10/6/2016,0.789655789
